Country,Region,Date,Age,Cases,Deaths
Germany,Baden-Württemberg,2020-04-13,80,2870,854
Germany,Baden-Württemberg,2020-04-14,80,2938,877
Germany,Baden-Württemberg,2020-04-15,80,3091,914
Germany,Baden-Württemberg,2020-04-16,80,3173,934
Germany,Baden-Württemberg,2020-04-17,80,3240,955
Germany,Baden-Württemberg,2020-04-18,80,3292,967
Germany,Baden-Württemberg,2020-04-19,80,3370,988
Germany,Baden-Württemberg,2020-04-20,80,3420,1005
Germany,Baden-Württemberg,2020-04-21,80,3507,1020
Germany,Baden-Württemberg,2020-04-22,80,3589,1036
Germany,Baden-Württemberg,2020-04-23,80,3681,1055
Germany,Baden-Württemberg,2020-04-24,80,3733,1061
Germany,Baden-Württemberg,2020-04-25,80,3791,1075
Germany,Baden-Württemberg,2020-04-26,80,3815,1080
Germany,Baden-Württemberg,2020-04-27,80,3836,1083
Germany,Baden-Württemberg,2020-04-28,80,3861,1090
Germany,Baden-Württemberg,2020-04-29,80,3896,1096
Germany,Baden-Württemberg,2020-04-30,80,3950,1104
Germany,Baden-Württemberg,2020-05-01,80,3971,1109
Germany,Baden-Württemberg,2020-05-02,80,3987,1118
Germany,Baden-Württemberg,2020-05-03,80,3990,1119
Germany,Baden-Württemberg,2020-05-04,80,4002,1122
Germany,Baden-Württemberg,2020-05-05,80,4018,1126
Germany,Baden-Württemberg,2020-05-06,80,4042,1133
Germany,Baden-Württemberg,2020-05-07,80,4059,1136
Germany,Baden-Württemberg,2020-05-08,80,4102,1147
Germany,Baden-Württemberg,2020-05-09,80,4119,1149
Germany,Baden-Württemberg,2020-05-10,80,4125,1149
Germany,Baden-Württemberg,2020-05-11,80,4135,1151
Germany,Baden-Württemberg,2020-05-12,80,4147,1156
Germany,Baden-Württemberg,2020-05-13,80,4178,1159
Germany,Baden-Württemberg,2020-05-14,80,4202,1164
Germany,Baden-Württemberg,2020-05-15,80,4222,1168
Germany,Baden-Württemberg,2020-05-16,80,4229,1169
Germany,Baden-Württemberg,2020-05-17,80,4234,1169
Germany,Baden-Württemberg,2020-05-18,80,4249,1177
Germany,Baden-Württemberg,2020-05-19,80,4281,1184
Germany,Baden-Württemberg,2020-05-20,80,4291,1188
Germany,Baden-Württemberg,2020-05-21,80,4299,1189
Germany,Baden-Württemberg,2020-05-22,80,4311,1190
Germany,Baden-Württemberg,2020-05-23,80,4323,1193
Germany,Baden-Württemberg,2020-05-24,80,4329,1193
Germany,Baden-Württemberg,2020-05-25,80,4333,1194
Germany,Baden-Württemberg,2020-05-26,80,4337,1196
Germany,Baden-Württemberg,2020-05-27,80,4348,1197
Germany,Baden-Württemberg,2020-05-28,80,4361,1198
Germany,Baden-Württemberg,2020-05-29,80,4369,1199
Germany,Baden-Württemberg,2020-05-30,80,4371,1199
Germany,Baden-Württemberg,2020-05-31,80,4371,1199
Germany,Baden-Württemberg,2020-06-01,80,4372,1199
Germany,Baden-Württemberg,2020-06-02,80,4374,1200
Germany,Baden-Württemberg,2020-06-03,80,4381,1202
Germany,Baden-Württemberg,2020-06-04,80,4384,1204
Germany,Baden-Württemberg,2020-06-05,80,4391,1204
Germany,Baden-Württemberg,2020-06-06,80,4392,1204
Germany,Baden-Württemberg,2020-06-07,80,4393,1205
Germany,Baden-Württemberg,2020-06-08,80,4394,1205
Germany,Baden-Württemberg,2020-06-09,80,4397,1205
Germany,Baden-Württemberg,2020-06-10,80,4401,1205
Germany,Baden-Württemberg,2020-06-11,80,4402,1205
Germany,Baden-Württemberg,2020-06-12,80,4407,1205
Germany,Baden-Württemberg,2020-06-13,80,4407,1205
Germany,Baden-Württemberg,2020-06-14,80,4407,1205
Germany,Baden-Württemberg,2020-06-15,80,4409,1205
Germany,Baden-Württemberg,2020-06-16,80,4411,1205
Germany,Baden-Württemberg,2020-06-17,80,4413,1205
Germany,Baden-Württemberg,2020-06-18,80,4413,1205
Germany,Baden-Württemberg,2020-06-19,80,4414,1205
Germany,Baden-Württemberg,2020-06-20,80,4416,1205
Germany,Baden-Württemberg,2020-06-21,80,4421,1206
Germany,Baden-Württemberg,2020-06-22,80,4424,1206
Germany,Baden-Württemberg,2020-06-23,80,4425,1206
Germany,Baden-Württemberg,2020-06-24,80,4430,1206
Germany,Baden-Württemberg,2020-06-25,80,4436,1206
Germany,Baden-Württemberg,2020-06-26,80,4440,1207
Germany,Baden-Württemberg,2020-06-27,80,4442,1207
Germany,Baden-Württemberg,2020-06-28,80,4444,1207
Germany,Baden-Württemberg,2020-06-29,80,4444,1207
Germany,Baden-Württemberg,2020-06-30,80,4446,1207
Germany,Baden-Württemberg,2020-07-01,80,4447,1207
Germany,Baden-Württemberg,2020-07-02,80,4449,1207
Germany,Baden-Württemberg,2020-07-03,80,4452,1207
Germany,Baden-Württemberg,2020-07-04,80,4454,1207
Germany,Baden-Württemberg,2020-07-05,80,4454,1207
Germany,Baden-Württemberg,2020-07-06,80,4455,1207
Germany,Baden-Württemberg,2020-07-07,80,4455,1207
Germany,Baden-Württemberg,2020-07-08,80,4456,1207
Germany,Baden-Württemberg,2020-07-09,80,4457,1207
Germany,Baden-Württemberg,2020-07-10,80,4457,1207
Germany,Baden-Württemberg,2020-07-11,80,4459,1207
Germany,Baden-Württemberg,2020-07-12,80,4459,1207
Germany,Baden-Württemberg,2020-07-13,80,4459,1207
Germany,Baden-Württemberg,2020-07-14,80,4459,1207
Germany,Baden-Württemberg,2020-07-15,80,4461,1208
Germany,Baden-Württemberg,2020-07-16,80,4461,1208
Germany,Baden-Württemberg,2020-07-17,80,4462,1208
Germany,Baden-Württemberg,2020-07-18,80,4463,1208
Germany,Baden-Württemberg,2020-07-19,80,4466,1209
Germany,Baden-Württemberg,2020-07-20,80,4468,1210
Germany,Baden-Württemberg,2020-07-21,80,4468,1210
Germany,Baden-Württemberg,2020-07-22,80,4471,1212
Germany,Baden-Württemberg,2020-07-23,80,4473,1212
Germany,Baden-Württemberg,2020-07-24,80,4473,1212
Germany,Baden-Württemberg,2020-07-25,80,4476,1213
Germany,Baden-Württemberg,2020-07-26,80,4476,1213
Germany,Baden-Württemberg,2020-07-27,80,4478,1213
Germany,Baden-Württemberg,2020-07-28,80,4479,1213
Germany,Baden-Württemberg,2020-07-29,80,4482,1213
Germany,Baden-Württemberg,2020-07-30,80,4484,1213
Germany,Baden-Württemberg,2020-07-31,80,4485,1213
Germany,Baden-Württemberg,2020-08-01,80,4487,1213
Germany,Baden-Württemberg,2020-08-02,80,4487,1213
Germany,Baden-Württemberg,2020-08-03,80,4487,1213
Germany,Baden-Württemberg,2020-08-04,80,4488,1213
Germany,Baden-Württemberg,2020-08-05,80,4488,1213
Germany,Baden-Württemberg,2020-08-06,80,4488,1213
Germany,Baden-Württemberg,2020-08-07,80,4488,1213
Germany,Baden-Württemberg,2020-08-08,80,4488,1213
Germany,Baden-Württemberg,2020-08-09,80,4491,1213
Germany,Baden-Württemberg,2020-08-10,80,4491,1213
Germany,Baden-Württemberg,2020-08-11,80,4493,1213
Germany,Baden-Württemberg,2020-08-12,80,4494,1214
Germany,Baden-Württemberg,2020-08-13,80,4494,1214
Germany,Baden-Württemberg,2020-08-14,80,4494,1214
Germany,Baden-Württemberg,2020-08-15,80,4496,1214
Germany,Baden-Württemberg,2020-08-16,80,4496,1214
Germany,Baden-Württemberg,2020-08-17,80,4497,1214
Germany,Baden-Württemberg,2020-08-18,80,4498,1214
Germany,Baden-Württemberg,2020-08-19,80,4503,1214
Germany,Baden-Württemberg,2020-08-20,80,4504,1214
Germany,Baden-Württemberg,2020-08-21,80,4509,1215
Germany,Baden-Württemberg,2020-08-22,80,4510,1215
Germany,Baden-Württemberg,2020-08-23,80,4510,1215
Germany,Baden-Württemberg,2020-08-24,80,4513,1215
Germany,Baden-Württemberg,2020-08-25,80,4514,1215
Germany,Baden-Württemberg,2020-08-26,80,4515,1215
Germany,Baden-Württemberg,2020-08-27,80,4517,1215
Germany,Baden-Württemberg,2020-08-28,80,4520,1215
Germany,Baden-Württemberg,2020-08-29,80,4523,1215
Germany,Baden-Württemberg,2020-08-30,80,4523,1215
Germany,Baden-Württemberg,2020-08-31,80,4524,1215
Germany,Baden-Württemberg,2020-09-01,80,4525,1215
Germany,Baden-Württemberg,2020-09-02,80,4526,1215
Germany,Baden-Württemberg,2020-09-03,80,4527,1215
Germany,Baden-Württemberg,2020-09-04,80,4529,1216
Germany,Baden-Württemberg,2020-09-05,80,4538,1218
Germany,Baden-Württemberg,2020-09-06,80,4538,1218
Germany,Baden-Württemberg,2020-09-07,80,4541,1218
Germany,Baden-Württemberg,2020-09-08,80,4542,1219
Germany,Baden-Württemberg,2020-09-09,80,4548,1221
Germany,Baden-Württemberg,2020-09-10,80,4550,1222
Germany,Baden-Württemberg,2020-09-11,80,4554,1222
Germany,Baden-Württemberg,2020-09-12,80,4555,1222
Germany,Baden-Württemberg,2020-09-13,80,4556,1222
Germany,Baden-Württemberg,2020-09-14,80,4558,1222
Germany,Baden-Württemberg,2020-09-15,80,4566,1222
Germany,Baden-Württemberg,2020-09-16,80,4575,1225
Germany,Baden-Württemberg,2020-09-17,80,4586,1225
Germany,Baden-Württemberg,2020-09-18,80,4588,1225
Germany,Baden-Württemberg,2020-09-19,80,4594,1225
Germany,Baden-Württemberg,2020-09-20,80,4596,1225
Germany,Baden-Württemberg,2020-09-21,80,4598,1226
Germany,Baden-Württemberg,2020-09-22,80,4601,1226
Germany,Baden-Württemberg,2020-09-23,80,4614,1227
Germany,Baden-Württemberg,2020-09-24,80,4624,1227
Germany,Baden-Württemberg,2020-09-25,80,4639,1231
Germany,Baden-Württemberg,2020-09-26,80,4658,1234
Germany,Baden-Württemberg,2020-09-27,80,4667,1234
Germany,Baden-Württemberg,2020-09-28,80,4673,1235
Germany,Baden-Württemberg,2020-09-29,80,4677,1236
Germany,Baden-Württemberg,2020-09-30,80,4691,1237
Germany,Baden-Württemberg,2020-10-01,80,4702,1245
Germany,Baden-Württemberg,2020-10-02,80,4723,1247
Germany,Baden-Württemberg,2020-10-03,80,4726,1247
Germany,Baden-Württemberg,2020-10-04,80,4728,1247
Germany,Baden-Württemberg,2020-10-05,80,4759,1256
Germany,Baden-Württemberg,2020-10-06,80,4773,1258
Germany,Baden-Württemberg,2020-10-07,80,4788,1258
Germany,Baden-Württemberg,2020-10-08,80,4804,1260
Germany,Baden-Württemberg,2020-10-09,80,4845,1266
Germany,Baden-Württemberg,2020-10-10,80,4881,1274
Germany,Baden-Württemberg,2020-10-11,80,4886,1276
Germany,Baden-Württemberg,2020-10-12,80,4905,1281
Germany,Baden-Württemberg,2020-10-13,80,4925,1287
Germany,Baden-Württemberg,2020-10-14,80,4962,1292
Germany,Baden-Württemberg,2020-10-15,80,5016,1302
Germany,Baden-Württemberg,2020-10-16,80,5101,1317
Germany,Baden-Württemberg,2020-10-17,80,5124,1321
Germany,Baden-Württemberg,2020-10-18,80,5143,1327
Germany,Baden-Württemberg,2020-10-19,80,5168,1332
Germany,Baden-Württemberg,2020-10-20,80,5222,1342
Germany,Baden-Württemberg,2020-10-21,80,5302,1355
Germany,Baden-Württemberg,2020-10-22,80,5432,1372
Germany,Baden-Württemberg,2020-10-23,80,5526,1392
Germany,Baden-Württemberg,2020-10-24,80,5593,1404
Germany,Baden-Württemberg,2020-10-25,80,5667,1421
Germany,Baden-Württemberg,2020-10-26,80,5780,1446
Germany,Baden-Württemberg,2020-10-27,80,5876,1458
Germany,Baden-Württemberg,2020-10-28,80,6027,1483
Germany,Baden-Württemberg,2020-10-29,80,6143,1504
Germany,Baden-Württemberg,2020-10-30,80,6258,1517
Germany,Baden-Württemberg,2020-10-31,80,6353,1536
Germany,Baden-Württemberg,2020-11-01,80,6427,1551
Germany,Baden-Württemberg,2020-11-02,80,6549,1575
Germany,Baden-Württemberg,2020-11-03,80,6685,1598
Germany,Baden-Württemberg,2020-11-04,80,6820,1621
Germany,Baden-Württemberg,2020-11-05,80,7006,1646
Germany,Baden-Württemberg,2020-11-06,80,7137,1668
Germany,Baden-Württemberg,2020-11-07,80,7279,1689
Germany,Baden-Württemberg,2020-11-08,80,7346,1702
Germany,Baden-Württemberg,2020-11-09,80,7450,1727
Germany,Baden-Württemberg,2020-11-10,80,7555,1745
Germany,Baden-Württemberg,2020-11-11,80,7761,1785
Germany,Baden-Württemberg,2020-11-12,80,7943,1827
Germany,Baden-Württemberg,2020-11-13,80,8149,1865
Germany,Baden-Württemberg,2020-11-14,80,8332,1909
Germany,Baden-Württemberg,2020-11-15,80,8434,1938
Germany,Baden-Württemberg,2020-11-16,80,8566,1978
Germany,Baden-Württemberg,2020-11-17,80,8794,2018
Germany,Baden-Württemberg,2020-11-18,80,9029,2069
Germany,Baden-Württemberg,2020-11-19,80,9352,2132
Germany,Baden-Württemberg,2020-11-20,80,9623,2184
Germany,Baden-Württemberg,2020-11-21,80,9781,2211
Germany,Baden-Württemberg,2020-11-22,80,9885,2238
Germany,Baden-Württemberg,2020-11-23,80,9979,2266
Germany,Baden-Württemberg,2020-11-24,80,10143,2299
Germany,Baden-Württemberg,2020-11-25,80,10397,2350
Germany,Baden-Württemberg,2020-11-26,80,10756,2423
Germany,Baden-Württemberg,2020-11-27,80,11067,2493
Germany,Baden-Württemberg,2020-11-28,80,11243,2527
Germany,Baden-Württemberg,2020-11-29,80,11341,2547
Germany,Baden-Württemberg,2020-11-30,80,11493,2584
Germany,Baden-Württemberg,2020-12-01,80,11745,2639
Germany,Baden-Württemberg,2020-12-02,80,12051,2709
Germany,Baden-Württemberg,2020-12-03,80,12374,2770
Germany,Baden-Württemberg,2020-12-04,80,12700,2825
Germany,Baden-Württemberg,2020-12-05,80,12890,2863
Germany,Baden-Württemberg,2020-12-06,80,13025,2889
Germany,Baden-Württemberg,2020-12-07,80,13214,2943
Germany,Baden-Württemberg,2020-12-08,80,13559,3032
Germany,Baden-Württemberg,2020-12-09,80,13940,3107
Germany,Baden-Württemberg,2020-12-10,80,14321,3199
Germany,Baden-Württemberg,2020-12-11,80,14669,3267
Germany,Baden-Württemberg,2020-12-12,80,15068,3350
Germany,Baden-Württemberg,2020-12-13,80,15256,3380
Germany,Baden-Württemberg,2020-12-14,80,15514,3442
Germany,Baden-Württemberg,2020-12-15,80,15849,3524
Germany,Baden-Württemberg,2020-12-16,80,16201,3596
Germany,Baden-Württemberg,2020-12-17,80,16633,3683
Germany,Baden-Württemberg,2020-12-18,80,17077,3772
Germany,Baden-Württemberg,2020-12-19,80,17447,3846
Germany,Baden-Württemberg,2020-12-20,80,17677,3894
Germany,Baden-Württemberg,2020-12-21,80,17932,3952
Germany,Baden-Württemberg,2020-12-22,80,18337,4045
Germany,Baden-Württemberg,2020-12-23,80,18792,4141
Germany,Baden-Württemberg,2020-12-24,80,19137,4197
Germany,Baden-Württemberg,2020-12-25,80,19294,4225
Germany,Baden-Württemberg,2020-12-26,80,19467,4270
Germany,Baden-Württemberg,2020-12-27,80,19598,4300
Germany,Baden-Württemberg,2020-12-28,80,19790,4339
Germany,Baden-Württemberg,2020-12-29,80,20173,4440
Germany,Baden-Württemberg,2020-12-30,80,20647,4536
Germany,Baden-Württemberg,2020-12-31,80,21019,4594
Germany,Baden-Württemberg,2021-01-01,80,21170,4626
Germany,Baden-Württemberg,2021-01-02,80,21313,4665
Germany,Baden-Württemberg,2021-01-03,80,21447,4694
Germany,Baden-Württemberg,2021-01-04,80,21616,4736
Germany,Baden-Württemberg,2021-01-05,80,22019,4818
Germany,Baden-Württemberg,2021-01-06,80,22284,4875
Germany,Baden-Württemberg,2021-01-07,80,22550,4935
Germany,Baden-Württemberg,2021-01-08,80,22899,5001
Germany,Baden-Württemberg,2021-01-09,80,23127,5041
Germany,Baden-Württemberg,2021-01-10,80,23226,5059
Germany,Baden-Württemberg,2021-01-11,80,23397,5099
Germany,Baden-Württemberg,2021-01-12,80,23650,5148
Germany,Baden-Württemberg,2021-01-13,80,24086,5233
Germany,Baden-Württemberg,2021-01-14,80,24386,5289
Germany,Baden-Württemberg,2021-01-15,80,24641,5334
Germany,Baden-Württemberg,2021-01-16,80,24854,5368
Germany,Baden-Württemberg,2021-01-17,80,24946,5382
Germany,Baden-Württemberg,2021-01-18,80,25053,5408
Germany,Baden-Württemberg,2021-01-19,80,25259,5458
Germany,Baden-Württemberg,2021-01-20,80,25468,5496
Germany,Baden-Württemberg,2021-01-21,80,25718,5538
Germany,Baden-Württemberg,2021-01-22,80,25864,5571
Germany,Baden-Württemberg,2021-01-23,80,26030,5596
Germany,Baden-Württemberg,2021-01-24,80,26088,5605
Germany,Baden-Württemberg,2021-01-25,80,26165,5620
Germany,Baden-Württemberg,2021-01-26,80,26261,5645
Germany,Baden-Württemberg,2021-01-27,80,26432,5669
Germany,Baden-Württemberg,2021-01-28,80,26573,5689
Germany,Baden-Württemberg,2021-01-29,80,26713,5716
Germany,Baden-Württemberg,2021-01-30,80,26790,5729
Germany,Baden-Württemberg,2021-01-31,80,26875,5754
Germany,Baden-Württemberg,2021-02-01,80,26939,5769
Germany,Baden-Württemberg,2021-02-02,80,27026,5782
Germany,Baden-Württemberg,2021-02-03,80,27152,5803
Germany,Baden-Württemberg,2021-02-04,80,27253,5814
Germany,Baden-Württemberg,2021-02-05,80,27332,5828
Germany,Baden-Württemberg,2021-02-06,80,27421,5847
Germany,Baden-Württemberg,2021-02-07,80,27464,5856
Germany,Baden-Württemberg,2021-02-08,80,27524,5871
Germany,Baden-Württemberg,2021-02-09,80,27605,5888
Germany,Baden-Württemberg,2021-02-10,80,27693,5903
Germany,Baden-Württemberg,2021-02-11,80,27755,5912
Germany,Baden-Württemberg,2021-02-12,80,27846,5926
Germany,Baden-Württemberg,2021-02-13,80,27898,5935
Germany,Baden-Württemberg,2021-02-14,80,27916,5939
Germany,Baden-Württemberg,2021-02-15,80,27956,5944
Germany,Baden-Württemberg,2021-02-16,80,28024,5952
Germany,Baden-Württemberg,2021-02-17,80,28100,5965
Germany,Baden-Württemberg,2021-02-18,80,28165,5977
Germany,Baden-Württemberg,2021-02-19,80,28235,5989
Germany,Baden-Württemberg,2021-02-20,80,28288,5997
Germany,Baden-Württemberg,2021-02-21,80,28311,6001
Germany,Baden-Württemberg,2021-02-22,80,28355,6012
Germany,Baden-Württemberg,2021-02-23,80,28418,6020
Germany,Baden-Württemberg,2021-02-24,80,28463,6023
Germany,Baden-Württemberg,2021-02-25,80,28534,6034
Germany,Baden-Württemberg,2021-02-26,80,28596,6046
Germany,Baden-Württemberg,2021-02-27,80,28642,6056
Germany,Baden-Württemberg,2021-02-28,80,28654,6059
Germany,Baden-Württemberg,2021-03-01,80,28681,6064
Germany,Baden-Württemberg,2021-03-02,80,28754,6074
Germany,Baden-Württemberg,2021-03-03,80,28828,6079
Germany,Baden-Württemberg,2021-03-04,80,28880,6088
Germany,Baden-Württemberg,2021-03-05,80,28924,6091
Germany,Baden-Württemberg,2021-03-06,80,28963,6096
Germany,Baden-Württemberg,2021-03-07,80,28978,6097
Germany,Baden-Württemberg,2021-03-08,80,29008,6105
Germany,Baden-Württemberg,2021-03-09,80,29047,6110
Germany,Baden-Württemberg,2021-03-10,80,29096,6119
Germany,Baden-Württemberg,2021-03-11,80,29140,6123
Germany,Baden-Württemberg,2021-03-12,80,29202,6135
Germany,Baden-Württemberg,2021-03-13,80,29242,6140
Germany,Baden-Württemberg,2021-03-14,80,29254,6143
Germany,Baden-Württemberg,2021-03-15,80,29278,6147
Germany,Baden-Württemberg,2021-03-16,80,29337,6159
Germany,Baden-Württemberg,2021-03-17,80,29404,6163
Germany,Baden-Württemberg,2021-03-18,80,29464,6175
Germany,Baden-Württemberg,2021-03-19,80,29523,6182
Germany,Baden-Württemberg,2021-03-20,80,29574,6190
Germany,Baden-Württemberg,2021-03-21,80,29590,6191
Germany,Baden-Württemberg,2021-03-22,80,29619,6197
Germany,Baden-Württemberg,2021-03-23,80,29694,6207
Germany,Baden-Württemberg,2021-03-24,80,29763,6215
Germany,Baden-Württemberg,2021-03-25,80,29821,6222
Germany,Baden-Württemberg,2021-03-26,80,29894,6231
Germany,Baden-Württemberg,2021-03-27,80,29970,6240
Germany,Baden-Württemberg,2021-03-28,80,29999,6244
Germany,Baden-Württemberg,2021-03-29,80,30041,6252
Germany,Baden-Württemberg,2021-03-30,80,30123,6259
Germany,Baden-Württemberg,2021-03-31,80,30216,6267
Germany,Baden-Württemberg,2021-04-01,80,30302,6276
Germany,Baden-Württemberg,2021-04-02,80,30355,6281
Germany,Baden-Württemberg,2021-04-03,80,30392,6284
Germany,Baden-Württemberg,2021-04-04,80,30417,6289
Germany,Baden-Württemberg,2021-04-05,80,30447,6295
Germany,Baden-Württemberg,2021-04-06,80,30497,6301
Germany,Baden-Württemberg,2021-04-07,80,30574,6308
Germany,Baden-Württemberg,2021-04-08,80,30658,6311
Germany,Baden-Württemberg,2021-04-09,80,30738,6311
Germany,Baden-Württemberg,2021-04-10,80,30801,6312
Germany,Baden-Württemberg,2021-04-11,80,30823,6313
Germany,Baden-Württemberg,2021-04-12,80,30866,6314
Germany,Baden-Württemberg,2021-04-13,80,30945,6315
Germany,Baden-Württemberg,2021-04-14,80,30995,6315
Germany,Bavaria,2020-01-28,0,0,NA
Germany,Bavaria,2020-01-29,0,0,NA
Germany,Bavaria,2020-01-30,0,0,NA
Germany,Bavaria,2020-01-31,0,1,NA
Germany,Bavaria,2020-02-01,0,1,NA
Germany,Bavaria,2020-02-02,0,1,NA
Germany,Bavaria,2020-02-03,0,1,NA
Germany,Bavaria,2020-02-04,0,2,NA
Germany,Bavaria,2020-02-05,0,2,NA
Germany,Bavaria,2020-02-06,0,2,NA
Germany,Bavaria,2020-02-07,0,2,NA
Germany,Bavaria,2020-02-08,0,2,NA
Germany,Bavaria,2020-02-09,0,2,NA
Germany,Bavaria,2020-02-10,0,2,NA
Germany,Bavaria,2020-02-11,0,3,NA
Germany,Bavaria,2020-02-12,0,3,NA
Germany,Bavaria,2020-02-13,0,3,NA
Germany,Bavaria,2020-02-14,0,3,NA
Germany,Bavaria,2020-02-15,0,3,NA
Germany,Bavaria,2020-02-16,0,3,NA
Germany,Bavaria,2020-02-17,0,3,NA
Germany,Bavaria,2020-02-18,0,3,NA
Germany,Bavaria,2020-02-19,0,3,NA
Germany,Bavaria,2020-02-20,0,3,NA
Germany,Bavaria,2020-02-21,0,3,NA
Germany,Bavaria,2020-02-22,0,3,NA
Germany,Bavaria,2020-02-23,0,3,NA
Germany,Bavaria,2020-02-24,0,3,NA
Germany,Bavaria,2020-02-25,0,3,NA
Germany,Bavaria,2020-02-26,0,3,NA
Germany,Bavaria,2020-02-27,0,3,NA
Germany,Bavaria,2020-02-28,0,3,NA
Germany,Bavaria,2020-02-29,0,3,NA
Germany,Bavaria,2020-03-01,0,3,NA
Germany,Bavaria,2020-03-02,0,3,NA
Germany,Bavaria,2020-03-03,0,3,NA
Germany,Bavaria,2020-03-04,0,3,NA
Germany,Bavaria,2020-03-05,0,3,0
Germany,Bavaria,2020-03-06,0,4,0
Germany,Bavaria,2020-03-07,0,4,0
Germany,Bavaria,2020-03-08,0,4,0
Germany,Bavaria,2020-03-09,0,5,0
Germany,Bavaria,2020-03-10,0,6,0
Germany,Bavaria,2020-03-11,0,7,0
Germany,Bavaria,2020-03-12,0,7,0
Germany,Bavaria,2020-03-13,0,7,0
Germany,Bavaria,2020-03-14,0,8,0
Germany,Bavaria,2020-03-15,0,8,0
Germany,Bavaria,2020-03-16,0,11,0
Germany,Bavaria,2020-03-17,0,16,0
Germany,Bavaria,2020-03-18,0,29,0
Germany,Bavaria,2020-03-19,0,35,0
Germany,Bavaria,2020-03-20,0,42,0
Germany,Bavaria,2020-03-21,0,49,0
Germany,Bavaria,2020-03-22,0,55,0
Germany,Bavaria,2020-03-23,0,68,0
Germany,Bavaria,2020-03-24,0,78,0
Germany,Bavaria,2020-03-25,0,87,0
Germany,Bavaria,2020-03-26,0,108,0
Germany,Bavaria,2020-03-27,0,118,0
Germany,Bavaria,2020-03-28,0,134,0
Germany,Bavaria,2020-03-29,0,143,0
Germany,Bavaria,2020-03-30,0,149,0
Germany,Bavaria,2020-03-31,0,166,0
Germany,Bavaria,2020-04-01,0,188,0
Germany,Bavaria,2020-04-02,0,201,0
Germany,Bavaria,2020-04-03,0,222,0
Germany,Bavaria,2020-04-04,0,237,0
Germany,Bavaria,2020-04-05,0,250,0
Germany,Bavaria,2020-04-06,0,260,0
Germany,Bavaria,2020-04-07,0,280,0
Germany,Bavaria,2020-04-08,0,299,0
Germany,Bavaria,2020-04-09,0,302,0
Germany,Bavaria,2020-04-10,0,310,0
Germany,Bavaria,2020-04-11,0,320,0
Germany,Bavaria,2020-04-12,0,320,0
Germany,Bavaria,2020-04-13,0,324,0
Germany,Bavaria,2020-04-14,0,331,0
Germany,Bavaria,2020-04-15,0,340,0
Germany,Bavaria,2020-04-16,0,352,0
Germany,Bavaria,2020-04-17,0,355,0
Germany,Bavaria,2020-04-18,0,364,0
Germany,Bavaria,2020-04-19,0,368,0
Germany,Bavaria,2020-04-20,0,375,0
Germany,Bavaria,2020-04-21,0,380,0
Germany,Bavaria,2020-04-22,0,382,0
Germany,Bavaria,2020-04-23,0,393,0
Germany,Bavaria,2020-04-24,0,409,0
Germany,Bavaria,2020-04-25,0,415,0
Germany,Bavaria,2020-04-26,0,420,0
Germany,Bavaria,2020-04-27,0,425,0
Germany,Bavaria,2020-04-28,0,433,0
Germany,Bavaria,2020-04-29,0,437,0
Germany,Bavaria,2020-04-30,0,442,0
Germany,Bavaria,2020-05-01,0,444,0
Germany,Bavaria,2020-05-02,0,451,0
Germany,Bavaria,2020-05-03,0,455,0
Germany,Bavaria,2020-05-04,0,460,0
Germany,Bavaria,2020-05-05,0,463,0
Germany,Bavaria,2020-05-06,0,471,0
Germany,Bavaria,2020-05-07,0,474,0
Germany,Bavaria,2020-05-08,0,476,0
Germany,Bavaria,2020-05-09,0,478,0
Germany,Bavaria,2020-05-10,0,479,0
Germany,Bavaria,2020-05-11,0,481,0
Germany,Bavaria,2020-05-12,0,484,0
Germany,Bavaria,2020-05-13,0,484,0
Germany,Bavaria,2020-05-14,0,487,0
Germany,Bavaria,2020-05-15,0,493,0
Germany,Bavaria,2020-05-16,0,496,0
Germany,Bavaria,2020-05-17,0,498,0
Germany,Bavaria,2020-05-18,0,501,0
Germany,Bavaria,2020-05-19,0,504,0
Germany,Bavaria,2020-05-20,0,506,0
Germany,Bavaria,2020-05-21,0,510,0
Germany,Bavaria,2020-05-22,0,515,0
Germany,Bavaria,2020-05-23,0,519,0
Germany,Bavaria,2020-05-24,0,524,0
Germany,Bavaria,2020-05-25,0,525,0
Germany,Bavaria,2020-05-26,0,528,0
Germany,Bavaria,2020-05-27,0,531,0
Germany,Bavaria,2020-05-28,0,534,0
Germany,Bavaria,2020-05-29,0,536,0
Germany,Bavaria,2020-05-30,0,540,0
Germany,Bavaria,2020-05-31,0,543,0
Germany,Bavaria,2020-06-01,0,543,0
Germany,Bavaria,2020-06-02,0,543,0
Germany,Bavaria,2020-06-03,0,544,0
Germany,Bavaria,2020-06-04,0,545,0
Germany,Bavaria,2020-06-05,0,546,0
Germany,Bavaria,2020-06-06,0,546,0
Germany,Bavaria,2020-06-07,0,547,0
Germany,Bavaria,2020-06-08,0,549,0
Germany,Bavaria,2020-06-09,0,552,0
Germany,Bavaria,2020-06-10,0,555,0
Germany,Bavaria,2020-06-11,0,556,0
Germany,Bavaria,2020-06-12,0,556,0
Germany,Bavaria,2020-06-13,0,556,0
Germany,Bavaria,2020-06-14,0,557,0
Germany,Bavaria,2020-06-15,0,559,0
Germany,Bavaria,2020-06-16,0,561,0
Germany,Bavaria,2020-06-17,0,561,0
Germany,Bavaria,2020-06-18,0,561,0
